-0.1,0,-0.1,-0.1,0,0,2
0,-0.1,0,0,0,0,1
-0.99955403118883,-0.999492471213944,-1.95218498226955,-1.98935608846665,-1.98314114062863,-0.989997669279599,6
-0.1,0,0,0,-0.1009,0,2
-0.1,-0.1,0,0,-0.1,0,3
0.051749668706965,-0.0109,-0.1009,-0.1009,-0.271,0,1
0,-0.10981,-0.1009,-0.1,0,0,1
-0.1,0,-0.029539,0,-0.1,0,2
-0.19,-0.1,-0.1009,-0.10171,-0.1,0.321651,6
-0.1,-0.10981,0,-0.1,0,0.16929,6
0,0,0,0,0,0,1
-0.999999681993248,-0.999999646659165,-11.8256831026087,-11.7646503233803,-11.8389847608604,-10.8027257473985,2
0,-1.1,0,-2.09,0,0,1
-2.0891267309,-1.1,-2.981,-2.09,-2.981,-1,6
-1.1,-4.503998799839,0.9,-2.09,0,-2.71,3
-2.08834078871,-1.1,0,-1.19022569126154,0,-1,3
-1.1,-2.09,0,0,-1.1,0,3
-1.1,-2.981,-2.981,-0.09,2.439,-1,5
0,0,0,-2.09,0.9,0,5
0,0,0,0,0,0,1
-10.994975465018,-10.9894949455412,-11.9589658777304,-11.9579397520696,-11.9440664265801,-10.9775058167604,6
-0.1,0,-0.0911791,-0.255916261,-0.1,0,2
-0.1,0,0,0,-0.159832522,0,2
0,0,0,-0.1,0,0.015083739,6
-0.1,0,-0.0911791,-0.1,-0.1764246349,0.0207202941,6
-0.1,0,0,0,0,0,2
-0.1,0,-0.1,0,-0.1,0,2
0,0,-0.1,-0.19,-0.1,0,1
0,0,0,-0.1,-0.1,0,1
-1.98993563554977,0,-0.999950020041947,-0.987585544359524,-0.999217223089896,0,2
-0.1,0,0,0,0,0.0891,6
-0.1,0,0,-0.19,-0.1,0,2
-0.10981,0,-0.2789461,-0.19,-0.1,0.1371249,6
-0.1,0,-0.19,0,0,0.0649539,6
-0.1,0,0,-0.1,-0.1,0,2
0,0,-0.271,-0.1,0,0,1
-0.1,0,0,0,-0.1,0,2
0,0,-0.1,0,0,0,1
-11.8344711153784,0,-0.999543224092549,-0.999823035654572,-0.99954322409255,0,2
-2.981,0,0,0.9,0,-2.71,4
-1.1,0,-2.09,-1.09932088871,-2.09,-1,2
-1.1,0,-1.1,-1.361,-2.97870774888269,-4.68559,2
-1.1,0,-1.1,-1.1,0,-1.9,2
-2.09,0,-1.1,-1.1,0,-1.9,2
-3.7829,0,0,-2.981,-1.1,-1,2
0,0,0,0,0,0,1
0,0,0,0,0,0,1
-11.9766466641617,0,-10.991990994163,-9.93662319841527,-10.9973297561046,-9.99999999999988,2
0,0,-0.1,-0.19,-0.19,0,1
0,-0.0911791,0,0,0,0,1
0,0,0,0,-0.1,0.00685971,6
0,-0.167771332,-0.1,0,-0.19,0,1
0,-0.1,-0.1,-0.1,0,0,1
0,0,0,0,0,0,1
0,-0.2621791,-0.19,-0.1,-0.19,0,1
0,-0.09206119,0,-0.1,0,0,1
0,-1.98977738736916,-0.999492471213943,-0.998346076882459,-0.999963564610579,0,1
0,0,0,0,0,0,1
0,0,-0.1,0,0,0,1
0,0.06929,-0.1,0,0,0,2
0,0,-0.19,-0.1,-0.3439,0,1
0,-0.1,-0.1009,0,-0.1,0,1
0,-0.1009,-0.1,-0.1,-0.1,0,1
0,0,-0.1,0,-0.3439,0.0891,6
0,0,0,-0.1,0,0,1
0,-11.8644430132231,-0.999883893692965,-0.999938296348083,-0.999931440386759,0,1
0,-1.1,0,0,0,-0.9991267309,1
0,0,0,0,0,0,1
0,0,-1.1,0,0,0,1
0,-2.09,-1.0991267309,0,-2.09,-4.0906035374041,1
0,-2.09,0,-1.1,-1.1,-1,1
0,-1.1,0,0,0,-1,1
0,-1.1,-1.1,-1.09755484652,-0.29,-4.0951,1
0,-2.17570065301791,0,-2.09,0,-3.439,1
0,-11.9759412016727,-10.999737042151,-10.9995051984152,-10.9914909058884,-10,1
-0.1,-0.333658054,-0.271,-0.279095992107164,-0.18314029,0,6
-0.1,0,-0.1,-0.0911791,0,0,2
-0.1,-0.19,0,-0.1,0,0,3
-0.1,-0.1,-0.1,0,0,0,4
-0.1,-0.19,-0.181685307996227,-0.239612138196604,0,0,5
0,0,0,0,-0.091685307996227,0,1
-0.1,0,-0.271,0,-0.1811791,0,2
-0.19,-0.271,-0.2407466377,-0.253988198766125,0,0,5
-0.999140495544283,-0.999543224092549,-1.98304441066944,-1.91930077705291,-1.84413956042701,-0.989992292964772,6
0,0,0,-0.1,0,0,1
0,-0.1,-0.1,0,0,0,1
0,0,0,0,-0.19,0,1
-0.19,-0.19,0,0.194993,-0.10171,0.393822,6
0,0,0,0.06468810912521,-0.02071,0.526805198212689,6
0,-0.02071,-0.271,-0.12324089087479,-0.0109,0,1
0,0.06929,-0.19,-2.12461712468056,-1.27649422615503,0.08019,6
-0.1,-0.0109,-1.18691410152969,0,-0.1,0,4
-0.999999087965544,-0.999998874031536,-11.8190827638224,-11.744698246195,-11.814329568666,-10.8171457574435,2
-1.1,0,-0.09,0,-1.1,0,2
0,-1.1,0,0,0,0,1
0,0,0,0,-3.07580327533075,0,1
-2.08834078871,-1.098506709839,1.71,-2.981,-2.1863924429703,-2.71,3
0,-1.1,2.439,0.9,-1.14712958296871,-2.71,3
0,0,-1.1,-1.1,1.66351625379,0,5
-1.1,-2.09,-1.1,-1.361,0,-2.71,5
-1.1,-2.981,0,-2.10977632855529,-2.19942177250347,-1.9,3
-10.9923418152995,-10.9944171833534,-11.9535083678169,-11.9754428582977,-11.970050430961,-10.9793992331283,6
0,0,-0.395220142,-0.271,-0.092855071,0,1
-0.1,0,-0.0886922398,-0.19,0,0,2
-0.1,0,0,0,-0.26082301582,0,2
-0.1,0,0,0,-0.1,0,2
-0.061011622,0,0,-0.1,0,0,2
-0.1,0,0,0,0,0,2
0,0,0,-0.1,-0.1,0.007144929,6
-0.1,0,-0.092855071,-0.0911791,0,0,2
-1.98847388608366,0,-0.999940660038424,-0.99854442165707,-0.999931440386758,0,2
-0.0109,0,0,0,-0.271,0,2
-0.1,0,0,-0.1,-0.1,0,2
-0.1,0,0,0,-0.1,0,2
0.17208782,0,0,-0.271,0,0,1
-0.1,0,0,-0.1,-0.271,0,2
0,0,0.05948,-0.1,-0.0109,0,3
-0.849677815558688,0,0.05948,-0.1,0,0.2342439,6
-0.1,0,0,0,-0.19,0,2
-11.1152617832743,0,-0.999870992992183,-0.999588901683294,-0.999840732089114,0,2
0,0,0,-1.1,0,-1,1
-1.1,0,0,0,0,-1,2
-1.1,0,0,0,0,0,2
-1.1,0,-1.1,-1.1,-1.09676890433,-4.092899361868,2
-4.59984436374925,0,-1.1,0,-2.981,-2.7091267309,2
0,0,-1.1,0,-1.1,-1,1
-1.1,0,1.71,0.9,-3.7829,-2.71,3
0,0,0,1.71,0.9,0,4
-11.9758651580125,0,-10.9611007732314,-10.6392147382399,-10.9991620491715,-10,2
0,-0.19,-0.19,-0.19,-0.19,0.0088209,6
0,0,0,-0.1,0,0,1
0,-0.1,-0.1,0,-0.1,0,1
0,-0.1,-0.1,-0.1,0,0,1
0,-0.3439,0,-0.1,-0.19,0,1
0,0,-0.1,-0.19,0,0,1
0,0,-0.1,0,-0.1,0,1
0,0,-0.1,0,0,0,1
0,-1.98918869724898,-0.999543224092549,-0.999856658880203,-0.999923822651954,0,1
0,-0.475092296059591,0,0,-0.1,0.0891,6
0,0,0,0,0,0,1
0,0,-0.0109,0,0,0,1
0,-0.1,0,-0.1,0,0,1
0,-0.1,-0.19,0,0,0,1
0,0,0,-0.1,0,0,1
0,-1.97417584941579,0,0,-0.19,0,1
0,-2.40450211412562,-0.271,-0.1,0,0,1
0,-11.8577412034013,-0.999905953891301,-0.999757250554968,-0.999963564610579,0,1
0,0,0.9,0,0.9,0,3
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,-1.1,-0.29,0,0,-1,1
0,0,-2.09,0,-1.1,-1,1
0,0,0,0,0,-2.71,1
0,0,0,0,-1.1,0,1
0,-11.9711660108189,-10.8003527594498,-10.9970330623385,-10.9941074376842,-10,1
0,-0.0711732988,-0.217666441,-0.1,-0.1,0,1
0,-0.1,-0.1811791,0,-0.19,0,1
-0.1,-0.1,0,0,0,0,3
0,0,-0.0911791,0,-0.369665242200561,0,1
0,0,0,0,0,0,1
-0.19,-0.1,-0.198998868052684,0,0,0,4
-0.1,-0.1611732988,0,0,0,0,3
0,0,0,0,0,0,1
-0.998938883388004,-0.998544421657069,-1.98777023819037,-1.90616043630277,-1.9808792053154,-0.989973893424966,6
-0.1,-0.1,-0.1,0,0,0,4
0,0,0,0,-1.18698617905503,0,1
0,0,0,0,-0.475092296059591,0,1
-0.19,-0.1,-0.0109,0,-0.1,0,4
0,0,-0.199,0,-0.3781,-0.01881,1
0,0,-0.19,-0.1,-0.1,-0.099,1
-0.19,-0.271,-1.15871181838958,0,-0.475092296059591,0,4
-0.19,-0.271,-1.1728552328894,0,-1.18691232315833,0,4
-0.999994531243513,-0.999993923603903,-11.7976610043264,-11.7991167746703,-11.8240733483871,-10.8193235294538,2
0,0,0,0.888234944668839,0,0,4
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
-2.09,0,-1.1,1.71,-0.383243176036699,0,4
-1.1,-1.1,-1.1,-1.1,0,0,5
-4.5039733868261,-2.09,-1.1,-1.19522294779768,-2.18650066710433,-1,6
0,-1.1,0,0,0,0,1
-10.9980533922003,-10.9973297561046,-11.942699650901,-11.9530024400104,-11.932460662319,-10.9767673646949,6
-0.19,0,-0.0711732988,-0.1,-0.1,0,2
-0.1811791,0,-0.1,-0.1,0,0,2
0,0,-0.1,0,0,0,1
0,0,-0.1,-0.19,0,0,1
-0.1,0,-0.1,-0.167771332,0,0.03263733,6
0,0,0,-0.1,-0.1,0,1
0,0,-0.1,-0.0911791,-0.19,0,1
0,0,0,0,0,0,1
-1.98876415040622,0,-0.999915358502171,-0.999895504323668,-0.995159726812377,0,2
-0.875628373253081,0,0,-0.0109,0,0,2
0,0,0,0,0,0,1
-0.0109,0,0,0,0,0,2
-0.19,0,-0.19,0,0,0,2
0,0,-0.029539,-0.1819,-0.1,0.2911788,6
0,0,-0.0109,-0.0109,0,0,1
-0.1,0,0,-0.271,-0.1,0,2
-3.10507695710347,0,-0.1,-0.19,0,0,2
-11.8536694935619,0,-0.999781525499471,-0.999883893692965,-0.999757250554968,0,2
0,0,0.9,0,0,-1,3
-1.1,0,0,0,0,-1,2
0,0,0,0,0,0,1
0,0,0,0.9,0,0,4
0,0,0.9,0,-1.1,-1,3
0,0,1.71,0,-2.09,0,3
-2.09,0,0.9,-0.09,-1.1,-4.0951,3
0,0,0,0,0,-1.9,1
-11.9778682087159,0,-10.9607268458157,-10.995437165607,-10.0412942468579,-9.99999999999996,2
