0.0,0.0,-0.271,-0.1,0.0,0.0
0.0,0.0,-0.18206119,0.0,-0.0911791,0.0
0.0,0.0,-0.1,0.0,-0.1,0.0
0.0,0.0,-0.19,0.0,0.0,0.0294529851
0.0,-0.1,0.0,0.0,-0.3439,0.0
0.0,-0.1,0.0,-0.1,-0.19,0.0
0.0,-0.1,-0.1,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,-1.98769200791531,-0.9995432240925493,-0.9996300115149648,-0.9998897014858171,0.0
0.0,-0.39691,0.0,0.0,-0.1,0.0
0.0,-0.199,-0.1819,-0.271,-0.19,0.0
0.0,-0.30691,-0.1,-0.1,-0.1,0.0
0.0,0.0,-0.0109,0.0,0.0,0.19558341
0.0,-0.1,-0.19,0.0,-0.10090000000000002,0.0
0.0,0.0,-0.1,0.0,-0.1,0.0
0.0,0.0,0.0,-0.1,0.0,0.0
0.0,-0.1,0.0,0.0,0.0,0.0
0.0,-11.802298351244385,-0.9994924712139436,-0.9989388833880033,-0.9997003093271214,0.0
0.0,-2.09,-2.0900000000000003,-2.1620267309,-3.78211405781,-7.17471400143009
0.0,-2.09,0.0,1.71,0.0,0.0
0.0,0.0,-1.361,-1.1,1.7129158455249,0.0
0.0,-1.1,-1.181,-1.1,0.0,-5.2147988368534905
0.0,0.0,0.0,0.0,-2.09,0.0
0.0,0.0,0.0,0.0,0.9,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,-1.0
0.0,-11.968044459979893,-10.997329756104653,-10.997837102444766,-10.994975465018024,-9.99999999999899
-0.19,-0.0793679149,-0.19,0.0,-0.1,-0.00205029
-0.19,0.0,-0.1,0.0,-0.1,0.0
0.0,0.0,0.0,0.0,-0.10205029,0.0
0.0,-0.18490536100000002,-0.19,-0.1,0.0,0.0
0.0,0.0,-0.1,0.0,0.0,0.0
-0.1,-0.271,-0.1,-0.271,0.0,0.0
0.0,0.0,0.0,-0.19,-0.1,0.0
-0.19,0.0,-0.19,0.0,0.0,0.0
-0.9994360791266039,-0.9987814942451073,-1.9803443689774887,-1.9797239023572675,-1.9833773246611321,-0.9898652777878006
-0.19,0.050651,-0.36901,-0.271,-0.1,-0.1089
-0.19,-0.1,0.0,0.0,-0.49492,-0.1089
-0.0109,0.06929,-0.2089,-0.2089,0.0,0.0
0.0,-0.1,0.0,0.0,-0.1,0.0
-0.1,-0.1009,0.0,-0.19,0.0,0.0
-0.1,-0.1,0.0,0.0,-0.0109,0.08910000000000001
-0.1,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
-0.9999734386011122,-0.9999760947410011,-11.746938170647912,-11.711121483121007,-11.48839462991651,-10.68817047593744
-3.7829,-2.09,-2.09,-5.154149,-3.534149,-3.439
0.0,0.0,0.0,-1.1,0.0,0.0
0.0,-1.1,-1.1,0.0,-1.1,-2.71
0.0,0.0,-1.1,-1.1,0.0,-1.0
0.0,-2.088506709839,0.0,-1.1,0.9,-1.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
-10.982209598030833,-10.982209598030853,-11.950994040957154,-11.921679070027649,-11.932786552165458,-10.97616491525304
-0.1,0.0,-0.19,-0.18314029,-0.23973784831,0.0088209
0.0,0.0,-0.18490536100000002,-0.09314029,-0.1,0.00685971
-0.1,0.0,-0.09314029,0.0,-0.1,0.0089670141
-0.19,0.0,0.0,0.0,-0.09314029,0.0
0.0,0.0,-0.32910148,0.0,0.0,0.0
0.0,0.0,0.0,-0.08324029,0.0,0.0
0.0,0.0,0.0,0.0,-0.1,0.0
0.0,0.0,-0.0911791,0.0,-0.19,0.0
-1.9836152262651776,0.0,-0.9996300115149649,-0.9988209815422262,-0.9766682518568817,0.0
0.0,0.0,0.0,0.018404900000000002,0.050651,0.31577931
-0.39691000000000004,0.0,0.131651,0.06929,0.050651,0.2805759
-0.199,0.0,0.0,0.0905759,-0.056539,0.0
-0.2765071,0.0,-0.0109,-0.1,0.0,0.0
-0.1,0.0,0.0,-0.19,0.051461,0.0
-0.1,0.0,0.0,-0.1,-0.19,0.0
